"Platform_ORF","GSM37063","GSM37064","GSM37065","GSM37066","GSM37067","GSM37068","GSM37069","GSM37070","GSM37071","GSM37072","GSM37073","GSM37074","GSM37075","GSM37076"
"b3588",7.95826269732954,8.06123616574775,9,8.30879406721648,7.89965902637744,9.24198314969433,8.89481776330794,8.77346892790519,9.09434164963584,10.8766704165977,11.1565255529187,12.2944771614279,11.6784680987338,12.4817994316658
"b1300",6.00674683244058,6.18189764310839,6.06608919045777,5.62643913669732,6.1168637576909,8.20408201217437,6.43629511983936,6.16390121381454,6.29278174922785,9.37351771565002,9.5337190711399,7.4846215270986,6.86913111964429,9.36282052553426
"b4053",7.62058641045188,7.76884595975339,8.10800164646591,7.20065343636747,7.49024921062709,7.65248649491816,6.63952159951083,7.35314682549808,7.22207035524718,7.62131930101419,7.4966540825935,6.5298209465287,6.19377174339668,6.28909670241999
"b2435",8.62497817956904,9.05528243550119,9.0930213465869,8.8008998999203,7.8703647195834,8.72723977748481,8.73097953342592,9.140829770773,8.2881739681123,8.88172579064223,8.19524915780218,8.8638765202211,8.69557630622205,8.83035674741922
"b4169",9.7510418736547,9.59861085469642,9.91856512898944,9.34251918966061,9.00590520186296,9.82177398197057,9.57099412874323,9.86093176915553,9.81297947125148,9.33337900662312,9.67789578412836,9.35380846047454,9.71183901995903,10.1395513523988
"b1982",10.0625858665113,10.0895828931247,9.59395128394841,10.1884652161567,9.85860271245712,10.4960548323083,10.3300205158361,10.5727949505634,9.72434331171176,10.2352962545671,10.1164739279094,10.0877280181725,9.88828662758067,9.80526020615584
"b0110",9.06850959467318,8.69766263347052,9.22037832769523,8.95448714700532,9.71750507143713,9.38801728534514,8.92332748541919,9.33203654836165,8.95390541512611,9.31129420891343,9.59823864235151,9.74634636083315,9.61838550225861,9.28007476865008
"b0433",9.08028457782728,9.20652601587743,9.76553474636298,9.18289089274548,8.51727569320958,9.47126876417358,9.40045254027644,9.14745934607698,9.75137668336632,8.82686622653697,9.0427537609772,8.63372181264101,8.62680414493225,9.14389336075641
"b0451",8.12049709844425,6.32912359629157,8.0405637111587,8.63771166947682,9.59768014371589,4.99548451887751,4.03562390973072,4.26303440583379,4.87282875953489,6.32732808262995,6.49345520092618,6.2460279805281,6.24982454861618,6.37851162325373
"b1927",9.86897684545916,10.0005634427101,9.82527683005487,10.0374096786359,9.91468410532839,10.3464029228395,10.5599506127131,10.1655351413779,10.3427413991398,10.6718064062046,10.4907506164782,10.8840178448884,10.7022592791077,11.0478055540076
"b1767",10.1957412932464,10.1025006691504,9.58890198640921,9.55209267277161,10.5975870395862,9.88279586913222,10.0393303455772,10.1601235341465,9.56643464628328,10.1862380707113,9.87866404280189,10.220499252639,9.69348695749933,10.0033773602023
"b2957",6.22881869049588,5.86294724802092,6.16791986555194,6.0703893278914,7.90388184573618,6.82527683005487,5.09592441999854,7.59021276140836,5.70043971814109,7.56453060081634,7.3931759143488,7.70390357344466,7.72587745912023,6.03782146543497
"b1453",3.35049724708413,5.04001567884788,6.30742852519225,4.39231742277876,4.04439411935845,5.84297883178833,6.47248777146274,5.06608919045777,6.70873904135958,5.26303440583379,5.18189764310839,6.02014657311178,6.60436789989375,7.71355835640479
"b0049",8.93663793900257,9.28216176658182,9.28955784835356,9.30332412685951,8.93132848489379,9.34296357439873,9.49185309632967,9.75087443965685,9.51904647493452,9.34407393775754,9.60547951806167,9.66799853567253,9.54148386405427,9.8638765202211
"b0425",9.19327893552139,9.39489136644259,9.78021165852333,9.67472192428853,9.18636189125299,9.36062764619295,9.4590217038623,9.33561366481602,9.49145229203737,8.95710204156229,9.19179950106508,9.37525668833715,9.31379002544369,9.60028462289809
"b4055",7.97039353791468,8.14006285569821,8.77774845997228,8.67101024127845,8.06931549454008,9.34007262383112,9.54399845013454,9.31628153174622,9.82416320974416,10.3418523557958,10.2684250360907,9.98697970917658,10.3412964253658,9.95317792025875
"b0980",6.13750352374993,7.53060141451683,8.22641219278879,8.32463061526719,7.4446008137115,8.60510907383293,8.63226821549951,8.62862780216015,9.26303440583379,9.31129420891343,9.18834157601082,8.76453989857671,9.72109918870719,8.9940705277412
"b0979",8.39531991094028,7.86108690599539,8.63299519714296,8.55420510515565,8.31876874268273,8.06339508128851,7.95128471496697,8.47370574961942,8.24317398347295,8.05202456048283,8.31197531446116,7.32282949762889,9.01820017881323,8.13185696060879
"b0978",9.19819945543749,8.69104555348718,9.23529625456709,8.79863380155554,9.02873489348489,9.00168966840421,9.33539035469392,9.54689445988764,9.51629098561495,9.36610360752657,8.80671071796523,9.20603754624659,9.00253376108996,9.11816243006313
"b0469",12.005484202383,11.649301092604,11.5735998542024,11.9689547275422,11.3977281047164,11.4216440940483,11.4683694871095,11.5370727644827,10.9140860970127,10.9862687067272,11.0381645313393,10.7900226112658,10.8186620587157,10.4549161375148
"b0875",7.92065059456398,7.52434581646254,7.47167521439204,7.01122725542325,6.72109918870718,7.85174904141606,6.79051141189419,7.72996056101802,7.04766925139131,7.97384083953315,9.06069593168755,8.73199778664374,9.21237478756727,8.39317591434881
"b0062",7.45779126025604,7.51333282374013,9.21431912080077,6.39231742277876,5.55458885167764,7.6906964439777,7.01903466936434,7.91587937883577,8.84611717333673,8.91229058335111,8.8073549220576,8.93928535647869,9.00842862207058,9.24745286463493
"b0063",8.73335434061383,8.72451385311995,9.65069276717138,9.49565519379025,8.15228484230658,9.07708273806463,9.1398071267175,9.65624607958081,9.71458897559915,9.57686221349385,9.81137469350994,10.0930213465869,9.65570959551851,9.78724960846791
"b0061",9.05528243550119,8.58871463558226,10.2711128167021,9.58044701959866,8.73538678289534,9.09460556531222,8.89965902637744,9.19056547905768,10.4651582296643,9.63299519714296,9.80057638942654,9.77429290133606,9.70199948228702,10.0955288901699
"b2841",9.11191811355546,8.67419226814568,8.99095486039699,9.47208155013361,8.24460168773681,9.16465556417991,9.27682231468439,8.91109233158713,9.53488645761565,9.32463061526719,9.50124008409738,9.23959852924912,9.45327063401062,9.12023787734196
"b1901",6.90929308582382,7.74416109557041,8.39145842004967,7.25077213159993,7.01457846492289,9.3019533951261,9.02652344251977,8.96751448080097,9.3562318626554,9.85860271245712,10.1913060189187,10.5667200364872,10.9573922930552,10.7228075311695
"b1900",7.66320227857954,7.95652136333312,8.79344074293286,8.26491169307447,4.26303440583379,8.32147718222831,8.15785216914174,8.11270013274936,8.36894291440495,8.81794296832513,8.85953478638265,8.26772305162742,9.52532504343348,8.88722061546838
"b0521",7.27146302790437,6.62789861587175,6.65248649491816,6.23074100262691,5.4262647547021,7.08533966935737,6.22110372536788,7.47004872601133,6.17192735435346,7.01010845347429,6.10223819393074,6.36282052553426,7.12825215227739,6.32732808262995
"b2818",11.3097605447296,10.9678746773027,11.1608168496735,11.122245623677,10.8515148186636,10.6032554245468,10.2973748605283,10.3108399598414,10.4535793089127,10.5756337846964,10.438376030399,9.80041460697155,9.85471257624665,9.32800166214926
"b3959",11.9317347582206,11.3605727814807,11.2258099406235,11.7204580383933,12.3060616894283,11.6173297093502,11.7552214207024,11.858874629562,11.4051946588754,11.7255792804196,11.7764741577149,10.8766704165977,11.2455527062557,11.0101084534743
"b3958",11.3714499594195,11.2045100118082,10.7837349251762,11.1074786466266,11.8248394388726,10.8134605566917,10.5522848399435,11.3515466204733,10.1598713367784,10.90989308377,10.6599067243444,9.40258575823259,9.53644150496738,9.57061472176119
"b3359",11.8501477608695,10.6539198731194,10.8215348414267,11.9267036875675,11.1533620242393,9.87282875953488,10.3165078191031,10.4517262680745,10.4893462407191,10.8544009117302,11.0796181136214,9.86124202615477,9.95681173166275,9.89117612475454
"b3957",11.2589193037054,11.0650121504369,10.8472139820006,10.8641861446543,11.6281265261803,10.7777484599723,10.7548875021635,10.9461021169728,10.71741938799,11.0018303848189,10.6216856067267,10.1909357965034,9.86511461945253,10.3544697921574
"b0273",11.0077281146323,9.93957921431469,10.3087940672165,11.2665523179424,11.5998198820375,10.5453506448223,10.3727562554788,11.127671967039,10.9650627567446,10.8372337003391,10.8116155239989,9.7769264583314,9.91049283228871,9.52591226074335
"b3172",11.9760986628399,11.411034247894,11.3973537607134,11.9945655822957,11.9968265280207,10.1911826220028,10.4177470508674,11.239717853929,10.4670960339057,10.4233260470699,10.2905948880826,9.92881443416328,9.12902536982563,9.64150990345892
"b3960",10.3688338135586,10.0045013922349,10.2101842759076,10.3186557806155,10.6976626334705,9.55362929391636,9.86294724802092,9.88508622529017,10.5070017327641,10.21710951699,10.1396792452264,9.27169645481871,9.58138891102135,9.47045552004783
"b4254",11.5759173611181,11.4753281226224,11.7551796851114,11.499995329796,11.6908710092923,11.3948913664426,11.140638080221,11.5817184277953,11.3130530743861,11.3180343310944,10.755137948313,10.5959101369865,10.6594608012298,10.3878019416563
"b2310",10.8215348414267,11.0637321201969,10.9239216761364,10.4051414631363,11.1479044751289,12.4819003159035,12.0664928732588,11.9153192176791,11.8983746495706,12.7294508048002,12.7444764824101,13.3380120681349,13.2123747875673,13.2887363295692
"b0908",11.9351282080955,12.1975238782578,12.3444623631252,12.1944798599282,12.5072247820301,11.8609705549295,11.4593291508621,11.9265925100511,11.475885392244,11.1204322975351,11.0971103592687,11.1466323132892,11.3276649117005,10.9251093239012
"b3389",10.4460494067166,11.0222984510226,10.6875506510007,11.0715964357913,10.8074354273471,10.8454116414745,10.5852442495827,11.2473935225523,10.319107575825,10.5222872738433,10.9318455401837,10.7851254747209,10.9228816817258,10.9218409370745
"b2329",10.6998326874895,10.6569610814742,10.322266186919,10.6676438036715,11.1414046896572,10.8965594629101,10.8302775111132,11.1342979608596,10.7058051548655,10.9176704343618,10.8307528636845,10.8519832261485,10.7102037502372,10.6309041367561
"b1693",10.1261882105221,10.6171919402513,10.0800180290892,10.2100624832402,10.4728938784439,10.569001128008,10.3612858600471,10.3458487435061,10.3656662946888,10.5488219084588,10.558133676419,10.3800280833808,10.3852153070935,10.3664315051849
"b3281",9.22351908679073,9.5461227588578,8.06770324437316,9.94515117078387,9.74785730009594,9.16591193893569,9.34229694595057,9.3544697921574,9.19795382761006,9.15961909531593,9.20187886329997,9.25691629667084,9.22255342742343,9.45963653235696
"b2601",11.3396830146281,11.0668291893292,11.3630396302565,11.1611948813922,12.3122306461637,10.761800524564,10.7139019779477,10.7014797482529,10.5292353183328,11.7870455006848,11.4220121888649,10.7944970968921,10.9569568939148,11.3159986226286
"b0754",12.3847028187822,12.8475467768525,12.7946798488909,12.678556126987,13.1353565842069,11.9540145077225,11.7290258703207,12.3187969818176,11.8822609290998,11.3514361960537,11.4464630234169,11.0875954358041,11.0360362064825,10.6490765031861
"b1704",9.04412085578327,10.0589387725692,9.70873904135958,9.30742852519225,9.43879185257826,8.75988818322183,8.95768248616512,9.0047822634596,9.55554777164707,9.02707662314038,9.04412085578327,8.59320435406329,8.5077946401987,8.3566720442121
"b3390",12.3101867261243,12.2635039567056,12.2747566872627,12.5812947495462,12.4029853856806,11.9462849194009,12.0556552643306,11.9681267613563,11.9235131963084,11.7127849085609,11.7765564047385,11.6047848570864,11.536635768085,11.5511314527741
"b0388",11.3976211591982,11.4480130307725,11.7905114118942,11.1874139370131,11.8920873965235,11.4486325677306,11.4953054192527,11.6479530313576,11.567385727497,11.5781367834147,11.4389477550016,11.5891361407344,11.5842578877446,11.5586120394464
"b0112",11.173802039558,11.1449768240501,11.283088353024,10.719132090798,11.9251464221447,10.9414878326699,11.0141599892011,11.2904796982513,11.1838214436416,11.178415874383,10.9717590799389,10.6913073301911,10.7961207480014,10.7962018826099
"b3502",7.41193462479118,7.37503943134692,7.97956810009519,7.11582397743624,7.38801728534513,7.99661471481536,7.25077213159993,7.77280941016073,8.36018867006271,8.0746766862945,7.7515440590891,7.46352437327118,7.45121111183233,6.68229237143083
"b3503",7.96636124729361,7.64241277290506,5.11270013274936,8.87375169060862,8.11009175192513,7.80671071796524,8.17342729734862,8.70321146739115,8.17142702660754,8.87988952178056,8.57099412874323,8.78037572232529,8.80992886572143,6.84924870276441
"b0863",11.1363503414542,10.9158793788358,10.9390649238152,10.8143421302241,11.3858624006415,11.4523442128473,11.192601049712,11.1954337282676,11.3045224497153,12.3409349556753,12.1950030271113,11.1073478670371,11.7832438228087,11.550698694747
"b0860",12.8987714173967,12.6337445134795,12.6905436819986,12.7375008699664,12.5620277214837,11.8204582181653,12.0616412085769,12.1230220662885,11.6378474930203,12.194449079479,12.2795815643681,11.1805308073445,11.4351493383669,11.2288186904959
"b0861",9.68929916053589,9.54978466794786,10.2542019119738,9.82956418845797,9.46250227259726,9.5980525001616,9.85937948254043,9.75338391157308,9.72212443691394,10.4709638513455,10.4961547246428,10.0404267225966,9.8472139820006,9.75037202104098
"b0864",11.0272148851598,11.2705289423807,11.306004709826,11.1739269319998,11.3764510173197,11.4583553438451,11.1306992542145,11.5077450962491,11.0492359545336,12.3472061049411,12.3297122626333,11.5288935920716,11.5508910476743,11.5903063426389
"b0862",9.39016895620018,9.60436789989375,9.78463484555752,9.54148386405427,9.86000059762521,10.1877232162907,9.60288440871842,9.85704791648716,9.55113145277411,10.931180720768,10.8180228849595,10.075479149488,9.90237511448603,10.19241611647
"b2716",4.32912359629157,5.79441586635011,5.22496636500027,5.1333991254172,6.62643913669732,5.14159627838382,7.33360262826828,6.74953426766926,6.90327934205614,6.30742852519225,5.44294349584873,7.91288933622996,5.96809075204526,5.30012372456901
"b2715",7.95826269732954,8.34562701215377,9.21164498650244,8.1853710292354,7.76487159073609,8.40343816300828,8.32777717058405,8.39788850813076,8.4487357980294,8.65391987311942,8.82336724004623,8.38844787631711,8.93545974780529,9.41023933077602
"b3433",12.5904467031042,12.5264258798965,12.4546077485349,12.8972215142847,12.9153752435831,12.4376220470844,12.648447466751,12.8718474979082,12.1703945523141,12.2299904042723,12.3905182998084,12.2518374190396,12.0043609361144,12.0891525096546
"b3744",9.49625461006128,9.83368074865474,9.67065624911844,9.74735382947806,9.53818893205242,9.283088353024,9.49685377738804,8.92777796208234,9.39874369193819,9.55286118792676,9.28007476865008,9.33539035469392,8.65892551149237,8.55573947918052
"b0674",9.49585502688717,9.8155434084646,9.72536625789564,9.47147200359646,9.89845023280787,10.0571794706738,9.68299458368168,9.89618101138754,9.72041528490633,9.71801906528173,9.19056547905768,9.39317591434881,9.62935662007961,9.55113145277411
"b4139",10.6132369547163,10.755137948313,10.9056126435308,10.4416992568403,10.8743666501409,11.5130366736742,11.3761253892762,11.6385716693698,11.7001795934223,12.6770809447855,12.4179579711954,12.3080830086982,11.9363802918832,12.3636693710395
"b0928",12.7650788596167,12.510739447092,12.258830994361,12.2814954147995,12.8612032476785,12.9538508657343,12.9450779951078,13.1838524516701,12.9087678828492,12.6479080742818,12.6505581476437,12.4438241830117,12.2037150542579,12.6644028385448
"b2222",7.77346892790519,7.20847824221171,8.36106648879432,7.32282949762889,7.48300957716455,8.2728630232019,7.28262513419167,8.00954872697226,8.283088353024,8.48139582415413,8.23457795978457,7.87897051015108,8.54689445988764,7.75221336786514
"b2224",6.44128427192704,5.28909670241999,6.31288295528436,5.89481776330794,4.81762325751143,5.7839804136838,7.32192809488736,5.52042224852645,6.59544398458948,6.88508622529017,5.96347412397489,6.9692426044345,7.43712784427281,5.877744249949
"b2221",5.25927248703759,5.16188768237689,7.57440430902258,7.55382125653269,4.97727992349992,7.22978016673333,6.02458563827827,6.18784690943957,7.3671963100259,6.27984269352035,6.79311555527435,6.05528243550119,6.97956810009519,7.1548181090521
"b2223",7.67313237214536,7.96636124729361,7.58345891013077,8.02403150151675,7.56833618213375,7.4870360800319,7.5713734359732,7.12308675098106,7.62862780216015,7.62058641045188,7.65176927141799,7.52904005609508,7.33181268381921,7.59842476052772
"b3734",12.4677074317285,13.0832466158157,12.5847981218048,12.5573919001243,12.7625273806303,13.2156694972345,12.9255358961163,13.3912301614513,13.0629399538277,13.0293389973925,13.1329494976098,12.6791941712413,12.6920051692716,12.8324351455079
"b3738",13.3074996790879,13.4244025186646,13.2069532911777,13.2510237287476,13.6207467620789,13.568098627171,13.4840676224322,13.5732921499522,13.2664937563122,13.5967138960379,13.5113202745427,13.4558794284157,13.4273259404357,13.2274504872479
"b3731",12.6603079373363,12.0267654851411,11.8434500184587,12.0940116871339,12.7137516535932,11.9180060098719,12.4510307636802,12.2156543314846,12.209240113693,12.3145266002474,11.9150203761067,12.0105281058865,11.3201800227445,11.5874962618111
"b3732",11.9041077197613,11.7332272178516,11.6179265567988,11.8088033303859,12.0175044011094,12.067636028167,12.4022126727146,12.2174427903774,12.3384856994953,12.0532131797474,12.045042912983,11.6781599575428,11.5551642801401,11.6870256846388
"b3737",14.3076562053065,14.0419842004741,13.8047461333052,13.7066363092315,14.6384076300118,14.0935826230279,14.0521944232032,13.9178475533856,13.8038183226845,14.0173217038457,13.7208961886011,13.7725413949332,13.4629495307459,13.4558280691348
"b3736",13.9549778008888,13.4158737804639,13.1766874150049,13.4060588148375,14.2616028001127,13.4817994316658,13.4807902010958,13.6218115028379,13.436776597265,13.3473722247357,13.2800312574068,13.2655710969409,13.0120832521185,12.9080923408183
"b3733",12.8167436872777,12.5758937318785,12.653427309977,12.858019860311,12.6726684226783,12.9246640705545,12.583341376094,13.1704258502725,12.8853531968139,12.8330481957384,12.6782920261123,12.5185793963727,12.2958837027306,12.7977425738603
"b3735",14.0699280130541,14.0453586674688,13.7667048867842,13.8735690740245,14.1975853074392,14.0599443322744,13.9029874138547,14.0763646843918,14.0592684029658,13.9363986967749,13.9472716524603,13.6976843501761,13.5797519804732,13.7036981391113
"b3739",12.1809037091794,12.0662574053523,12.118649130971,12.2625059783665,12.0895166886394,12.1006623390052,12.4128873529593,12.29275299625,12.3251930037049,12.3278052339401,12.4050350657735,12.2738538652041,12.1831080749798,11.9147962042969
"b3572",10.2491134527137,10.1290253698256,10.2712295632156,11.2203783276952,10.751460373655,10.3677423510759,10.5485329552834,11.0216740428584,10.4023725783222,9.18883607303053,9.18660950045996,10.4103453450349,10.6789521876715,9.77610398807316
"b0805",8.02956331443266,8.28586454703185,6.73741636593706,7.79311555527435,8.15076274435542,8.11997860965488,7.06931549454008,8.80057638942654,8.69453201009184,6.28355142317431,8.17741953798924,8.0666274090952,8.33360262826828,7.74011804283313
"b0822",9.82352646912215,10.3278894207332,10.2479275134436,9.9469062744564,10.2497060569697,9.34251918966061,9.05609575603812,9.26631805715745,9.39081383218837,8.403012023575,9.06582000582393,8.58421090130802,9.04165915163721,8.7882289240667
"b0829",10.5588033402543,10.4096030815746,10.5341083049318,10.6023277060139,10.7499532051641,10.5764843467969,10.1957412932464,11.27070412949,10.4853261892405,10.8433714980331,10.8315447700832,10.8530755858855,10.5882461520448,10.2505352941963
"b0830",10.1917995010651,10.5308939811939,10.1623913287569,10.2510089301299,10.4197495500585,10.3713410480058,9.92955431573285,10.6614218327891,10.2016338611697,10.6089940022379,10.2307410026269,10.5810122282409,10.1654095203198,10.4117228219514
"b0831",10.0363110055388,10.3595299553229,10.5277702069639,10.2178365596936,10.1315997727944,9.94924309625241,9.67824800459908,10.2233984147116,9.73910550679375,9.80687179595802,10.270295326472,9.87682387030637,9.7476894960782,9.42752237068255
"b0832",9.94763693795183,9.86727873970966,9.51195026969001,10,9.3571120915057,9.46597446450407,9.59674883192776,10.2889813929014,9.69488019279919,9.79067430864148,9.89572673847666,9.73131903102506,9.21674585819531,8.9718309147805
"b0844",8.43962313755712,8.32327998788732,8.79895774790043,8.29966594413018,8.66355810421727,8.4870360800319,8.90538700501813,8.07307041961431,8.14771372235215,8.39188798534714,8.41827429388054,8.00112666545428,8.00730764684644,8.44956137461324
